org_type,org_name,match_name,match_type,org_rbz,org_prv,match_rbz,o_craft_1849,o_ind_1849,o_serv_1849,o_agr_1849,p_1821,p_1831,c_1831,c_1832,c_1833,p_1837,c_1836,c_1837,p_1840,p_1843,p_1846,c_1848,p_1849,c_1849,c_1850,c_1851,p_1852,c_1852,c_1853,c_1854,p_1855,c_1855,c_1856,c_1857,c_1858,c_1859,p_1861,p_1864,c_1866,p_1867,c_1867,c_1868,p_1871,c_1873,c_1874,p_1875,rkm_1875,rkm_1874,rkm_1873,rkm_1872,rkm_1871,rkm_1870,rkm_1869,rkm_1868,rkm_1867,rkm_1866,rkm_1865,rkm_1864,rkm_1863,rkm_1862,rkm_1861,rkm_1860,rkm_1859,rkm_1858,rkm_1857,rkm_1856,rkm_1855,rkm_1854,rkm_1853,rkm_1852,rkm_1851,rkm_1850,rkm_1849,rkm_1848,rkm_1847,rkm_1846,rkm_1845,rkm_1844,rkm_1843,rkm_1842,rkm_1841,rkm_1840,rkm_1839,rkm_1838,rkm_1837,area
Landkreis,Olpe,OLPE,0,Arnsberg,Westfalen,ARN,1332,524,2672,12378,24010,23992,0,0,0,25331,0,0,25086,25561,25598,0,25888,2,2.045801527,0,26304,0,0,0,26673,0,0,0,0,0,28830,29399,1,30336,1,0,30931,0,0,32914,51.75,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599.66705
Landkreis,Siegen,SIEGEN,0,Arnsberg,Westfalen,ARN,2875,4377,3790,19098,34676,37843,0,0,0,39969,0,0,42107,42952,44122,0,44885,0,0,0,46038,0,0,0,46642,0,0,0,0,0,51674,52673,0,56136,0,0,59773,0,0,63994,49.900002,49.900002,44.330002,44.330002,44.330002,44.330002,44.330002,44.330002,44.330002,44.330002,44.330002,44.330002,44.330002,44.330002,44.330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.25983
Landkreis,Soest,SOEST,0,Arnsberg,Westfalen,ARN,2737,663,5445,19363,34541,38130,0,0,0,39766,0,0,41478,42639,42609,0,44509,1,1.022900763,0,45021,0,0,0,46428,0,0,0,0,0,47895,48004,132,48522,0,0,48418,0,0,48701,43.990002,43.990002,43.990002,43.990002,43.990002,43.990002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,41.580002,23.049999,23.049999,23.049999,23.049999,23.049999,0,0,0,0,0,0,0,0,0,0,0,0,0,521.68372
Landkreis,Wittgenstein,WITTGENSTEIN,0,Arnsberg,Westfalen,ARN,1480,2434,3078,8746,16931,18900,0,0,0,19764,0,0,20923,21380,21492,0,21463,4,4.091603053,0,21525,0,0,0,21172,0,0,0,0,0,21431,21469,0,21266,0,0,19771,0,0,19997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.72299
Stadtkreis,Berlin,BERLIN,2,Berlin,Brandenburg,BER,42394,26913,64753,6064,189403,229843,1426,411,0,265394,0,2338,311491,333990,389308,1599,401154,3553,711,0,419755,165,940,43,426602,1385,0,24,0,78,524945,609243,5457,680063,0,0,807738,796,0,947353,31.57,30.440001,30.440001,26.43,26.43,22.66,22.66,22.66,21,13.33,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,8.8100004,8.8100004,8.8100004,8.8100004,3.47,1.96,1.96,1.96,0,129.61664
Stadtkreis,Breslau,BRESLAU,2,Breslau,Schlesien,BRE,14243,4347,31715,36355,76992,82894,695,289.61703,0,88869,56.976948,576.02307,92305,97939,106687,1370,104222,1686,0,138,116235,404,0,0,121345,863,0,0,0,0,138651,156644,4455,166418,557,0,203295,40,0,234257,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,7.3000002,0,0,0,0,0,30.774879
Landkreis,Breslau,BRESLAU,1,Breslau,Schlesien,BRE,14243,4347,31715,36355,42987,45110,26,42.38298,0,48173,9.2711306,93.728867,51472,52750,57110,5,57954,387,0,8,61093,10,0,0,60238,74,0,0,0,0,69088,75929,1815,78673,49,0,68921,42,0,73951,103.28,91.150002,86.93,86.93,86.93,63.73,63.73,63.73,59.139999,59.139999,59.139999,59.139999,59.139999,59.139999,59.139999,59.139999,59.139999,59.139999,59.139999,59.139999,46.560001,46.560001,46.560001,46.560001,46.560001,46.560001,46.560001,46.560001,42.52,42.52,42.52,42.52,32.169998,14.39,0,0,0,0,0,722.56549
Landkreis,Brieg,BRIEG,0,Breslau,Schlesien,BRE,2808,759,5553,23822,34022,37755,25,0,0,41449,0,5,43113,44529,46033,20,46550,236,0,6,48262,43,0,0,47466,33,0,0,0,0,49518,50828,296,53058,8,0,54050,7,0,55272,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,40.220001,26.440001,26.440001,26.440001,26.440001,26.440001,0,0,0,0,0,646.76257
Landkreis,Frankenstein,FRANKENSTEIN,0,Breslau,Schlesien,BRE,2683,1121,4775,21754,37027,41119,0,479,0,43121,3,2,45188,46477,47773,0,47983,235,0,9,49281,0,0,0,49125,52,0,0,0,0,50364,50681,678,49822,0,0,49838,42,0,50280,42.18,29.07,29.07,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,8.5100002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.03024
Landkreis,Glatz-Neurode,GLATZ-NEURODE,0,Breslau,Schlesien,BRE,5485,8945,9957,23652,61156,69674,0,1158,0,75421,96,15,80018,84489,89039,0,90090,482,0,23,95646,0,0,0,99605,163,0,0,0,0,101617,105449,624,106109,0,0,107252,72,0,110787,16.120001,16.120001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858.8374
Landkreis,Wartenberg,GROSS WARTENBERG,0,Breslau,Schlesien,BRE,1675,595,7212,30653,33459,37374,0,0,0,41918,0,62,46170,47193,49235,1,48677,40,0,2,50742,41,0,0,49890,8,0,0,0,0,49791,51322,83,51165,1,0,52184,0,0,51343,27.870001,27.870001,27.870001,27.870001,27.870001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.31616
Landkreis,Guhrau,GUHRAU,0,Breslau,Schlesien,BRE,2233,249,4740,21753,32407,33714,1,0,0,34698,0,0,35884,36545,37404,0,37598,10,0,0,38346,6,0,0,37996,1,0,0,0,0,38020,37436,503,37477,14,0,36359,0,0,35171,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,4.2800002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684.7182
Landkreis,Habelschwerdt,HABELSCHWERDT,0,Breslau,Schlesien,BRE,6512,4634,6211,20538,37569,41773,0,607,0,44924,19,55,46486,47892,48723,0,48956,287,0,65,51573,0,0,0,52003,75,0,0,0,0,54053,56560,120,58293,0,0,58711,31,0,61121,31.33,31.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.5437
Landkreis,Militsch,MILITSCH,0,Breslau,Schlesien,BRE,2261,427,7115,35412,42310,42347,3,0,0,45463,0,5,48389,49724,52014,4,52946,181,0,1,55219,4,0,0,54690,1,0,0,0,0,55215,55108,349,55425,0,0,55381,2,0,54023,47.759998,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.57391
Landkreis,Münsterberg,MUNSTERBERG,0,Breslau,Schlesien,BRE,1841,222,4919,17926,24718,27430,0,109,0,28953,4,118,30432,31602,32478,0,33309,54,0,5,34203,2,0,0,33506,18,0,0,0,0,34135,34419,132,33039,0,0,33304,24,0,32625,32.529999,20.860001,20.860001,20.860001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.37555
Landkreis,Namslau,NAMSLAU,0,Breslau,Schlesien,BRE,1324,327,4407,19596,24698,27473,1,0,0,28735,0,15,30542,31570,33380,10,33680,246,0,0,34099,199,0,0,33908,0,0,0,0,0,34935,35596,343,35982,9,0,37073,35,0,36374,22.82,22.82,22.82,22.82,22.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.1817
Landkreis,Neumarkt,NEUMARKT,0,Breslau,Schlesien,BRE,3114,294,7697,30589,38347,42866,21,144,0,45767,51,46,48876,49670,52462,15,53367,191,0,2,55503,8,0,0,55203,38,0,0,0,0,56784,57344,772,56387,8,0,56430,50,0,55886,62.59,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,49.029999,16.27,0,0,0,0,0,0,714.2644
Landkreis,Nimptsch,NIMPTSCH,0,Breslau,Schlesien,BRE,1635,469,5170,22814,23465,25596,3,3,0,26588,0,257,28244,38542,29167,0,29411,135,0,1,29977,0,0,0,29514,3,0,0,0,0,29561,30053,146,29519,0,0,30175,0,0,29670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.02826
Landkreis,Ohlau,OHLAU,0,Breslau,Schlesien,BRE,2104,547,7178,31930,35919,39400,69,17,0,42777,28,71,45476,47093,48734,22,49603,569,0,5,51278,11,0,0,50247,67,0,0,0,0,51988,52844,603,53192,40,0,54924,285,0,54781,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,18.379999,0,0,0,0,0,650.58685
Landkreis,Oels,OLS,0,Breslau,Schlesien,BRE,2352,966,7084,36014,43714,49935,1,3,0,53792,0,278,56503,57024,59072,11,58509,452,0,1,60011,3,0,0,59488,14,0,0,0,0,61295,61920,722,62112,0,0,63848,0,0,64466,77.269997,77.269997,57.459999,57.459999,57.459999,42.25,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930.80249
Landkreis,Reichenbach,REICHENBACH,0,Breslau,Schlesien,BRE,2957,18852,5224,15180,40242,46317,1,143,0,51341,51,382,55395,57588,59177,0,57885,597,0,0,60306,0,0,0,58751,8,0,0,0,0,62373,63344,739,63838,0,0,65587,29,0,67151,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.46991
Landkreis,Schweidnitz,SCHWEIDNITZ,0,Breslau,Schlesien,BRE,4543,4341,9693,29732,47572,51573,0,265,0,56419,204,266,61548,62832,66118,3,68357,517,0,0,72328,1,0,0,71460,24,0,0,0,0,73913,75756,761,77014,8,0,80065,0,0,84917,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,47.68,36.305,36.305,36.305,36.305,36.305,36.305,36.305,36.305,36.305,36.305,36.305,24.93,0,0,0,0,0,0,564.48444
Landkreis,Steinau,STEINAU,0,Breslau,Schlesien,BRE,1167,249,3497,11799,19174,20636,19,13,0,21782,0,22,23036,23249,24208,5,23906,69,0,0,24718,1,0,0,24528,7,0,0,0,0,24846,24929,84,24431,0,0,24024,0,0,23929,31.110001,8.4399996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.30215
Landkreis,Strehlen,STREHLEN,0,Breslau,Schlesien,BRE,1750,979,3419,16199,23190,25485,0,65,0,27324,15,172,29224,29627,30178,20,30740,38,0,1,32057,5,0,0,31316,6,0,0,0,0,31924,32403,172,32112,20,0,33557,44,0,34405,22.9,22.9,22.9,22.9,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.99878
Landkreis,Striegau,STRIEGAU,0,Breslau,Schlesien,BRE,2038,314,3626,14121,19978,23067,0,85,0,24399,0,34,26006,26795,27794,0,28316,56,0,1,29541,0,0,0,30945,1,0,0,0,0,32795,33765,179,34603,0,0,36271,0,0,37867,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,15.22,.98000002,.98000002,.98000002,.98000002,.98000002,.98000002,.98000002,.98000002,.98000002,.98000002,.98000002,.98000002,.98000002,0,0,0,0,0,0,320.76361
Landkreis,Trebnitz,TREBNITZ,0,Breslau,Schlesien,BRE,2079,784,7401,37348,38775,44463,17,11,0,47057,6,50,48895,49422,51179,2,52175,104,0,2,53411,81,0,0,53026,61,0,0,0,0,53563,53494,222,52567,0,0,52522,11,0,50827,34.200001,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.15558
Landkreis,Waldenburg,WALDENBURG,0,Breslau,Schlesien,BRE,4135,8512,6691,13249,37075,42668,0,7,0,49180,34,11,51834,54384,56242,0,57930,51,0,0,62231,2,0,0,63613,1,0,0,0,0,73816,82085,467,89552,0,0,99435,1,0,111213,27.190001,27.190001,27.190001,27.190001,27.190001,27.190001,27.190001,17.549999,17.549999,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,0,0,0,0,0,0,372.39349
